endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,LightGBM,1.0,2468,2,gross_errors,0.05,base,0.4952284703397389,0.4345800343481101,0.1888598062540046,0.3532583461944188,0.7069302174344717,0.7150943188619024,0.6596343689680415
HLM,LightGBM,1.0,2468,3,gross_errors,0.05,base,0.487452405561329,0.4379146192813519,0.1917692137803314,0.3520142592347409,0.7030637850031184,0.7014884773502342,0.6598440851886326
HLM,LightGBM,1.0,2468,4,gross_errors,0.05,base,0.4900821042643775,0.4367897828649497,0.1907853144152099,0.351661873935276,0.7039124157727358,0.7104216741733023,0.6589142232646318
HLM,LightGBM,1.0,2468,0,gross_errors,0.1,base,0.4601304902513904,0.4494348489048206,0.201991683410099,0.3640744682933695,0.6876621540575271,0.6945872061005556,0.6360306271462108
HLM,LightGBM,1.0,2468,1,gross_errors,0.1,base,0.4388094725427279,0.4582236601154864,0.2099689226896327,0.3743653685035467,0.6769463871854563,0.6828960305615908,0.616113869390489
HLM,LightGBM,1.0,2468,2,gross_errors,0.1,base,0.482220569127638,0.4401439544035006,0.1937267005979508,0.3598263590094283,0.7042534370641811,0.7091732103563938,0.6426507248622743
HLM,LightGBM,1.0,2468,3,gross_errors,0.1,base,0.4458251312446015,0.4553504369181155,0.2073440204015187,0.3719335787078242,0.6819020802651419,0.6839245779951909,0.6306058492777353
HLM,LightGBM,1.0,2468,4,gross_errors,0.1,base,0.435083256633121,0.4597424093608521,0.2113630829649213,0.3735695598782325,0.6711157795848236,0.6808553381555256,0.6163331037227604
HLM,LightGBM,1.0,2468,0,gross_errors,0.2,base,0.3325797229884036,0.4997146048974212,0.2497146863477858,0.409067381712612,0.6179210777610681,0.638199503932413,0.5533543883902935
HLM,LightGBM,1.0,2468,1,gross_errors,0.2,base,0.3357487975510556,0.4985268097083692,0.2485289799980046,0.4125252006166801,0.6242204369568387,0.627774608676762,0.5416163916758282
HLM,LightGBM,1.0,2468,2,gross_errors,0.2,base,0.3677533922743848,0.4863686771859472,0.2365544901476081,0.4015436176920969,0.6543415790651278,0.6663882645975113,0.5727294484679032
